flagged,date,description,from,to,cc,subject,content,time (minutes)
,01/04/2019,,,,,Important Security Message,.
,01/05/2019,,,jose@monkey.org,,NEW PDF MESSAGE FROM AMERICAN EXPRESS ONLINE FOR YOUR REVIEW.,"Dear Customer,

Check AMERICAN EXPRESS  Attachment for Review.

Thank you,
American Express Online."
,01/07/2019,,,,,Confirm Your recent Transactions,"Request to Update Your Email
 

 
 
    
    	 
	   
 
	   
	 
	 
     
 To protect your account, we are writing to confirm a recent activity on your account.
 
 We received a request to update your primary email on file to su******m@gmail.com
 
 If you requested this changes, no further action is required.
 
  
 If you did not request this email update, please Click Here immediately so that we can ensure the safety of your account.
 
  
 American Express Customer Care
 
	  
    
     
 
    Privacy Statement 
	 |	  Update Your Email 

 
 Your account information is included above to help you recognize this as a customer care e-mail from American Express. To learn more about e-mail security or report a suspicious e-mail, please visit us at americanexpress.com/phishing. We kindly ask you not to reply to this e-mail but instead contact us via Customer Care.
 
 © 2018 American Express. All rights reserved.
 
 PWDENDMCVPW0005
 	  
 
    
   //  document.body.onload=function(){document.body.offsetHeight;window.print()}; //"
,01/07/2019,,,jose@monkey.org,,=?UTF-8?B?WW91ciBFbWFpbCDinIkg?=jose@monkey.org Is Full Upgrade Email Now !!!,"Mail Quota: (98% Full)





Attention:Â joseÂ Your email quota jose@monkey.orgÂ has reached 98% and will soon exceed its limit.
 Â Follow the URL below to upgrade your quota toÂ 25GBÂ for free to avoid loss of email data.Â 
Upgrade Email QuotaÂ Source:Â 
 monkey.org"
,01/09/2019,,,,,confirm This Transaction,"Confirm Your Transactions

 
 
   
	 
     
    
            
   

  
	 
	 

  
	 
	 
	 
	 
	 

  
	 
	 
	  Confirm Your Transactions
	 
	 	 
	 
	 

  
	 
	 
	 
	  For your security:

 
  
	 
	 
	 

  
	 
	   
  
  
 
 
	  Hello,
 
  
           We blocked a transaction from an unknow Geo-Location. Confirm your Login credentials, four digit CID and your card three digit security code to Reactivate your card and online access.
 
  
 Login after the verification process to ensure all your transactions are accurate.
 

 
 Confirm Credentials
 
 
 

 Thank you for choosing American Express.
 
 American Express Customer Care
	 
	  
 
 Account :
 37*********
 
 
 
 
 
 
	 
	 
	 

  
	 
	 
	 
	 
	 

  
	 
	 

  

   
   
	  
 
    Privacy Statement
	  |
	  Add us to your address book

 
 Your Account information is included above to help you recognize this as a customer service e-mail from AmericanExpress. To learn more about e-mail security or report a suspicious e-mail, please visit us at americanexpress.com/phishing. We kindly ask you not to reply to this e-mail but instead contact us via Customer Care.
 
 © 2018 American Express. All rights reserved.
 
 ADCEUADC0070001

  
 //  document.body.onload=function(){document.body.offsetHeight;window.print()}; //"
,01/09/2019,,,jose@monkey.org,,WARNING - YOU HAVE EXCEEDED YOUR EMAIL QUOTA LIMIT,"Dear User,


Your mailbox quota utilization has exceeded 85%. You may not be able to receive all new emails. Please be advised to download and delete your emails to avoid this.


You can now increase your mail service quota storage and/or number of accounts(s). JustÂ visit 
monkey.org NOWFONT>

Â 

Â 
 Â to upgrade your accounts automatically or contact us on 101.







Thank you for usingÂ monkey.org email service.
monkey.org"
,01/10/2019,,,jose@monkey.org,,jose@monkey.org has reached its full quota,"Dear jose@monkey.org, Â Your email quota as reached 99% and would not be able to send or receive emails if you do not upgrade your email quota, kindly upgrade your email quota to enable you enjoy our full services.Â Upgrade
Thank you!monkey.orgÂ Â©2018"
,01/14/2019,,,jose@monkey.org,,Please update your payment method!,"Â 


Â 




Hi Customer,



We werenât able to complete your last payment for your Netflix membership. Weâll try charging you again over the next couple of days, but if we arenât able to complete a payment soon, youâll lose access to Netflix.
Update payment method now





Â 


Â 






Â 

Need help? Contact support or visit our Help Center. Please do not reply to this email.
View or make changes to your Netflix Red membership at any time. You'll need a supported device and an Internet connection to stream videos or to save videos to watch offline.

Â 


Â 






Â 






Â 

Â©2019 Netflix, LLC 901 Cherry Ave, San Bruno, CA 94066
You have received this mandatory email service announcement to update you about important changes to your Netflix product or account. View your email options in your Netflix account.
Paid Service Terms of Service

Â 






Â"
,01/14/2019,,,jose@monkey.org,,jose@monkey.org has reached its full quota,"Dear jose@monkey.org, Â Your email quota as reached 99% and would not be able to send or receive emails if you do not upgrade your email quota, kindly upgrade your email quota to enable you enjoy our full services.Â Upgrade
Thank you!monkey.orgÂ Â©2018"
,01/15/2019,,,jose@monkey.org,,jose@monkey.org  Account Verification.,"Â monkey.org Online Webmail App
Â 
Dear jose, Your email jose@monkey.org
has recently been suspended from the monkey.org
online data-base, please verify your email addressÂ from our email servers.
Â 
Verify Your Account

Thank you,
The monkey.org Online Webmail App

Â"
