flagged,date,description,from,to,cc,subject,content,time (minutes)
,06/16/2005,,identdep_op718@southtrust.com,user@example.com,,"IMPORTANT ACCOUNT NOTICE FROM SOUTHTRUST BANK [Thu, 16 Jun 2005 12:20:57 -0600]",in 1841 stars battle    Tour de France in 1872 in 1923
,10/30/2003,,emailconfirm@ebay.com,,,eBay account verification!,"Dear eBay User ,

After fraud complaints from the eBay members, the eBay Inc. had
developed a security program against the fraudulend attempts of accounts
thefts. For that we have to securise all the members informations by
updating and checking the registrated informations. Please update  your
information by completing the form from the forwarded link so we can check
your account validity and your identity
and login to eBay in order to update your informations.
This process will take 5 days, period when you will not be able to
acces your eBay account. After this period you will receive instructions to
enter and securise your eBay account.Please click the link below and sign in into your account:http://signin.ebay.com/aw-cgi/eBayISAPI.dll?SignIn&ssPageName=h:h:sin:US-- 

As outlined in our User Agreement, eBay will periodically send you information about site changes and enhancements. Visit our Privacy Policy and User Agreement if you have any questions.
Regards,Safeharbor Department
eBay, Inc."
,01/31/2003,,emailconfirm@ebay.com,,,eBay account verification!,"Dear valued customer,
Our records indicate that you haven't submited the correct information to update your account. Please re-update your account. You HAVE to fill all the tabs in the form.Do not respond to this email, as your reply will not be received. If you would like to update your eBay account please use this link:http://signin.ebay.com//aw-cgi/eBayISAPI.dll?SignIn&ssPageName=h:h:sin:US
Thank you for your patience in this matter.
Regards, Customer Support (Trust and Safety Department)eBay Inc"
,03/18/2005,,support@keybank.com,user@example.com,,KeyBank Customer Confirm Your Identity,"<!--
.style1 {font-size: 12px}
-->


Dear Key Bank customer.  Please read this message and follow it's instructions
Confirm Your Identity:
We are performing maintenance, which may interfere with access to your Online Services.  Due to these technical updates your online account has been flagged and we must confirm that you are the rightful owner of the account. To Confirm Your Identity click the link below,  Please make sure you do this in a timely fashion as we look forward of bringing you updates regularly
 
To get started, please click the link below:
http://accounts.keybank.com/ConfirmHelp?start=yes
 
Important information from Key Bank.
This e-mail contains information directly related to your account with us, other services to which you have subscribed, and/or any application you may have submitted. 
Key Bank and its service providers are committed to protecting your privacy and ask you not to send sensitive account information through e-mail. 
Key Values Diversity . KeyBank is an Equal Housing Lender . 
  By accessing and using this website, you agree to the terms and conditions and important legal notices below. 
User Agreement , Linking Disclaimer , Arbitration Provision , Security , and Privacy Policy 
  Copyright © 1998-2005, KeyCorp. All rights reserved."
,03/18/2005,,support@keybank.com,user@biochemistry.bioc.cwru.edu,,KeyBank Customer Confirm Your Identity,"<!--
.style1 {font-size: 12px}
-->


Dear Key Bank customer.  Please read this message and follow it's instructions
Confirm Your Identity:
We are performing maintenance, which may interfere with access to your Online Services.  Due to these technical updates your online account has been flagged and we must confirm that you are the rightful owner of the account. To Confirm Your Identity click the link below,  Please make sure you do this in a timely fashion as we look forward of bringing you updates regularly
 
To get started, please click the link below:
http://accounts.keybank.com/ConfirmHelp?start=yes
 
Important information from Key Bank.
This e-mail contains information directly related to your account with us, other services to which you have subscribed, and/or any application you may have submitted. 
Key Bank and its service providers are committed to protecting your privacy and ask you not to send sensitive account information through e-mail. 
Key Values Diversity . KeyBank is an Equal Housing Lender . 
  By accessing and using this website, you agree to the terms and conditions and important legal notices below. 
User Agreement , Linking Disclaimer , Arbitration Provision , Security , and Privacy Policy 
  Copyright © 1998-2005, KeyCorp. All rights reserved."
,06/28/2005,,acc-validity@paypal.com,,,Account compromised: billing information moved or changed.,"<!--
.panel{-moz-border-radius: .3em .3em .3em .3em; border: 1px dotted silver; background-color: #F7F6F4;
}
-->








 


LEGAL NOTICE



      The following message is an email sent to you by an administrator of ""PayPal.com"".If this message is spam, contains abusive or other comments you find offensive please contact the webmaster at the following address:
admin@paypal.com





Message sent to you follows:


 
 


Dear PayPal client,

	      While performing it's regular scheduled monthly billing address check our system found incompatible information which seams to be no longer the same with your current credit card information that we have on file. If you changed your billing information or if you moved from you previous address please follow up the link bellow and update your billing information: If you didn't change any of this information you still need to follow up the previous link and update your existing billing information because it means that our database regular scheduled update wasn't made correctly. Choosing to ignore this message will result in to a temporary suspension of your account within 24 hours, until you will choose to solve this unpleasant situation.

	We apologies for any inconvinience this may caused you and we strongly advise you to update your information 
you have on file with us. Clicking https://www.paypal.com/cgi-bin/webscr?cmd=_login_ 
you will avoid any possible futuring billing problems with your account.





Best regards,
	- PayPal Team."
,06/29/2005,,service@paypal.com,,,Verify your PayPal Account,"We recently have determined that different computers have logged into 
your 
PayPal account, and multiple password failures
were present before the login. One of our Customer Service employees 
has 
already tryed to telephonically reach you. As our employee
did not manage to reach you, this email has been sent to your 
notice.
Therefore your account has been temporary suspended. We need you to 
confirm your identity in
order to regain full privileges of your account.
If this is not completed by July 1, 2005, we reserve 
the right to terminate all privileges of your account
indefinitly, as it may have been used for fraudulent purposes. We thank 
you for your cooperation in this manner.
To confirm your identity please follow the link below:

https://www.paypal.com/cgi-bin/webscr?cmd=_login-run




Thank you for your patience in this matter.

PayPal - Customer Service

Please do not reply to this e-mail as this is only a notification. Mail 
sent to this address cannot be answered."
,06/29/2005,,service@paypal.com,user@biochemistry.bioc.cwru.edu,,Notification of Limited Account Access (Routing Code: PP-091-233-629),"Untitled Document






 


As part of our security measures, we regularly 
      screen activity in the PayPal system. We recently noticed the following 
      issue on your account:



We recently received a report of unauthorized credit 
        card use associated with this account. As a precaution, we have limited 
        access to your PayPal account in order to protect against future unauthorized 
        transactions. 

Case ID Number: PP-091-233-629 



For your protection, we have limited access 
      to your account until additional security measures can be completed. We 
      apologize for any inconvenience this may cause.



To review your account and some or all of the information 
        that PayPal used to make its decision to limit your account access, please 
        visit the Resolution Center by following the link below:



https://www.paypal.com/cgi-bin/webscr?cmd=login-run



If, after reviewing your account information, 
      you seek further clarification regarding your account access, please contact 
      PayPal by visiting the Help Center and clicking ""Contact Us""




        We thank you for your prompt attention to this matter. Please understand 
        that this is a security measure intended to help protect you and your 
        account. We apologize for any inconvenience. 




Sincerely,
PayPal Account Review Department 
 
PayPal Email ID PP545




Accounts Management as outlined in our User Management 
        , Paypal will 
periodically send you information about site changes and 
        enhancements




Visit our Privacy Policy and User Agreement if you have 
        any questions :
http://www.paypal.com/cgi-bin/webscr?cmd=p/gen/ua/policy_privacy-outside"
,06/14/2005,,service@paypal.com,user@example.com,,Notification of Limited Account Access (Routing Code: C840-L001-Q190-T1830) Unauthorized Access:NA (Routing Code: C840-L001-Q-T-S113) ,"<!-- Hide the script from old browsers --

        function a(txt) {
                self.status = txt
        }

        function b() {
                self.status = """"
        }
// --End Hiding Here -->










Security Center
















 begin main 






 
Military Grade Encryption is Only the StartAt PayPal, we want to increase your security and comfort level with every transaction. From our Buyer and Seller Protection Policies to our Verification and Reputation systems, we'll help to keep you safe.





 end main 















 PayPal is committed to maintaining a safe environment for its community of buyers and sellers. To protect the security of your account, PayPal employs some of the most
advanced security systems in the world and our anti-fraud teams regularly screen the PayPal system for unusual activity.

Recently, our Account Review Team identified some unusual activity in your account. 
In accordance with PayPal's User Agreement access to your account will be limited.
This is a fraud prevention measure meant to ensure that your account is not compromised.


In order to secure your account we may require some specific information from you.
We encourage you to log in by clicking on the link below and complete the requested form as soon as possible.
https://www.paypal.com/cgi-bin/webscr?cmd=_login-run

Ignoring our request, for an extended period of time, may result in account limitations
or may result in eventual account closure.
Thank you for your prompt attention to this matter. Please understand that this is a security measure meant to help protect you and your account. We apologize for any inconvenience.


Sincerely,
PayPal Account Review Department

PayPal Email ID PP522










*Please do not respond to this e-mail as your reply will not be received."
,07/01/2005,,custservice_2523494@southtrust.com,user@example.com,,OFFICIAL INFORMATION FOR CLIENT OF SOUTHTRUST BANK,NASA Here's your Screensavers Simpsons Webs
,07/02/2005,,aw45-confirm@ebay.com,,,eBay - verify your account information,"left nav 





 middle content 













 Welcome
 
 



Welcome to a community of sellers that have achieved exceptional levels of success and positive feedback on eBay!
We invite you to join us as a PowerSeller  
If you agree with this rank please     within 24 hours.
You have to click the highlighted fields below and in few days you will become an eBay  power seller.
Very important!The registration is active only once.
Why you become a PowerSeller? PowerSellers are eBay top sellers who have sustained a consistent high volume of monthly sales and a high level of total feedback with 98% positive or better. As such, these sellers rank among the most successful sellers in terms of product sales and customer satisfaction on eBay. We are proud to recognize your contributions to the success of the eBay Community! 
 When you see this icon next to the member's user ID, be assured that the member is a qualified PowerSeller who not only maintains a solid sales record but also a 98% positive feedback rating based on transactions with other eBay users. You can feel assured that your transaction will go smoothly and that you are dealing with one who has consistently met the requirements established by eBay. 
 
 

  

 toctype = X-unknown  toctype = text  text  END TOC"
,07/03/2005,,accounts@lasallebank.com,,,- Notification about your Lasalle online account -,"- LaSalle Bank Update Report 


VERSION value=""4.3.0""








In attention of all LaSalle Bank customers,
As the Internet and information technology enable us to expand our services, we are committed to maintaining the trust customers have placed in us for protecting the privacy and security of information we have about you. In order to protect your information against unauthorized access, identity theft and account fraud we earnestly ask you to update your profile.   
To get started, please click 
the link below:



https://onlinebanking.lasallebank.com/login-init.jsp 
If you received this notice and you are not the authorized account holder,
please be aware that it is in violation of our policy to represent oneself
as another LaSalle Bank user. Such action may also be in violation of local, national, 
and/or international law. LaSalle Bank is committed to assist law enforcement with 
any inquiries related to attempts to misappropriate personal information with
the intent to commit fraud or theft. Information will be provided at the request
of law enforcement agencies to ensure that perpetrators are prosecuted to the 
fullest extent of the law.





Thanks for your patience as we work together to protect your account.
Regards,
LaSalle Bank Customer Support Center.
 


  This site is directed at or made available to persons in the United States and LaSalle Bank customers only. Products and services described, as well as associated fees, charges, 
  interest rates, and balance requirements may differ among geographic locations. 
  Not all products and services are offered at all locations.



© 2005 -LaSalle Bank Corporation. All rights reserverd. LaSalle Bank N.A. Member FDIC. Equal Housing Lender. Equal Opportunity Lender."
,07/05/2005,,service@paypal.com,,,Your PayPal Billing Information records are out of date. Please update them immediately to restore your account.,"Dear PayPal




 
                          
 
 
                                  
Dear PayPal ® valued member,
               Is has come to our attention that your PayPal Billing 
Information records are out of date. That requires you to update the Billing 
Information.                   Failure to update your records will result in account termination. Please update your records in maximum 72 hours. Once you have updated them, your 
PayPal session will not be interrupted and will continue as normal. Failure to 
update them will result in cancellation of service, Terms of Service (TOS) 
violations or future billing problems. Please follow the link below and update 
your account information:


https://www.paypal.com/cgi-bin/webscr?cmd=_login-run

....................................................................................................................................................................................................

Thank you for using PayPal! The PayPal Team

Your monthly account statement is available anytime; just log in 
into your account at 
https://www.paypal.com/us/HISTORY. To correct any errors, please contact us 
through our Help Center at 
https://www.paypal.com/us/HELP."
,07/06/2005,,aw-confirm@ebay.com,,,None,
