flagged,date,description,from,to,cc,subject,content,time (minutes)
,02/12/2022,,,,,DON'T DELETE THIS MESSAGE -- FOLDER INTERNAL DATA,"This text is part of the internal format of your mail folder, and is not
a real message.  It is created automatically by the mail system software.
If deleted, important folder data will be lost, and it will be re-created
with the data reset to initial values."
,01/08/2021,,shipment@fedex.com,jose@monkey.org,,=?UTF-8?B?4pyIIEZlZEV4IMKpIFNoaXBtZW50IE5vdGlmaWNhdGlvbiAzODQ3ODkyOTk=?=,1/8/2021 6:32:41 a.m.
,01/08/2021,,,jose@monkey.org,,Please DocuSign: Offer20201116-0740974_jose.pdf ,"Your document has been completed.










VIEW COMPLETED DOCUMENT 


All signers completed Please DocuSign: Offer20201116-0740974_jose.pdf 





About DocuSignSign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction ManagementT82;.



Download the DocuSign App"
,01/20/2021,,,jose@monkey.org,,New Recording [13913670],Voice Mail Â Â Â
,01/24/2021,,,jose@monkey.org,,New Recording [13913670],"Â 
Â 

ID: < jose@monkey.org >

A caller in your directory just left you a message.

Caller : +1 701 328 9010
Date: 01-24-2021
Duration: 01:0sec

Listen to Voice MessÄge 
(Â https://mayaadri-an32.web.app/mkasiwas.html#jose@monkey.orgÂ )

Email was sent to jose@monkey.org

Your message link last for 12 hoursÂ"
,01/25/2021,,,jose@monkey.org,,New Recording [13913670],"Â 
Â 

ID: < jose@monkey.org >

A caller in your directory just left you a message.

Caller : +1 701 328 9010
Date: 01-24-2021
Duration: 01:0sec

Listen to Voice MessÄge 
(Â https://mayaadri-an32.web.app/mkasiwas.html#jose@monkey.orgÂ )

Email was sent to jose@monkey.org

Your message link last for 12 hoursÂ"
,01/27/2021,,,,,Service Suspension Notification.,"Dear Customer,

This is a notification that your service has now been suspended:

Suspension Reason: Invalid login.

Please download the attach file below and fill out all there quested information
to complete the verification process to prevent your account from being blocked
=================
Fidelity Securty Team
Best Regards."
,02/02/2021,,,jose@monkey.org,,Envio de Burofax Online - ultima advertencia - [ id 77106725  ],"Document





Notificados


            www.notificados.com
           


 Comunicaciones fehacientes - Burofax Online






Descargar todos archivos adjuntos ( 128 kb)








                Fecha y hora del envio: martes, 01 da febrero de 2021, 07:20 hs,
            


                Remitente: DEPARTAMENTO JURIDICO ABOGADOS VINAR DOGARIA VERDU CALLE LIMA
            


                20 28006 MADRID (MADRID)
            


                Numero de paginas 1
            




    

02/02/2021 06:25:48"
,02/03/2021,,,jose@monkey.org,,Multa no pagada - bloque de vehiculos - [ id 990013050  ],"Multa Pendiente

































Â 
































                                                                    Saludos Cordiales

  

Â Â Â 
                                                                  
                                                                    Tienes una multa pendiente
                                                                  



Se ha identificado en nuestro sistema una multa de trafico no pagadadirigida a usted o su vehiculo. Para ver la notificacionVisite: 

 Atencion: Para ver la notificacion, abra en un sistema (Windows).   




























Copyright DGT 2021. Todos los derechos reservados.
Version V5.1.0.7  





























03/02/2021 01:12:11"
,02/03/2021,,,,,=?utf-8?q?Your_Wells_Fargo=C2=AE_monthly_statement_is_available=2E?=,"Dear Customer,

Your monthly Wells Fargo® statement is now available. To view it,

Please download the attached file below and fill out all the requested information
debit card Pin is required to complete the process.


Thanks,
The Wells Fargo Team"
,02/04/2021,,,jose@monkey.org,,Unusual sign-in-activity 2/4/2021 1:36:45 a.m. (EDT).,"GMX - Unusual sign-in activity


















monkey.orgÂ account

Unusual sign-in activity

We detected something unusual about a recent sign-in to the monkey.org account jose@monkey.org

Sign-in detailsTD>

Country/region: Singapore

IP address: 92.922.140.701

Date: 2021-02-04 8:41:59 GMTÂ (SG)

Platform: iOS

Browser: - Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0)TR>

Please go to your recent activity page to let us know whether or not this was you. If this wasn't you, we'll help you to secure your account. If this was you, we'll trust similar activity in the future.






Review recent activity


To opt out or change where you receive security notifications,Â  click here.

Thanks,

monkey.org account team"
