flagged,date,description,from,to,cc,subject,content,time (minutes)
,09/28/2017,,,,,DON'T DELETE THIS MESSAGE -- FOLDER INTERNAL DATA,"This text is part of the internal format of your mail folder, and is not
a real message.  It is created automatically by the mail system software.
If deleted, important folder data will be lost, and it will be re-created
with the data reset to initial values."
,01/02/2016,,,,,Your USAA Saving/Checking Account Security Update,"To ensure delivery to your inbox, please add USAA.Web.Services@customermail.usaa.com to your address book.
USAA will never ask for sensitive personal information, such as a Social Security number, PIN, password or an account
number in an e-mail.
 
   
	  
   

  	  
   Account Security Preferences Update
  View Accounts | Privacy Promise | Contact Us
	  
    
   	 
  	 
  
	 
	  
   USAA SECURITY ZONE 
SECURITY
TEAM 
USAA # 

	  
   
  
  
   
  

 
    Dear USAA Member,


Thank you for being part of the USAA Family. We're firmly committed to protecting your financial and personal information.

We're so sorry to inform you that your USAA account has temporarily been suspended due to incomplete/missing Information on your USAA account. We have a firm reason to believe there might have been a security breach related to it. For your security, We have temporarily prevented access to your account until your account is successfully updated.

It is mandatory for you to update your full account profile to ensure the safe usage of your account with us. 

To restore your access to your USAA account, and update your profile data, Please click on the button below. 


 
   	 Sign On
 
Thank you for your continued trust in USAA.

USAA.
	  
   
	 
	 

  
	 
	 	 

   
  Please do not reply to this e-mail. To send a secure message to USAA, please contact us.

Privacy Promise
USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288

 USAA means United Services Automobile Association and its insurance, banking and investment affiliates. 

  109840-0913"
,01/03/2016,,,,,Your USAA Saving/Checking Account Security Update,"To ensure delivery to your inbox, please add USAA.Web.Services@customermail.usaa.com to your address book.
USAA will never ask for sensitive personal information, such as a Social Security number, PIN, password or an account
number in an e-mail.
 
   
	  
   

  	  
   Account Security Preferences Update
  View Accounts | Privacy Promise | Contact Us
	  
    
   	 
  	 
  
	 
	  
   USAA SECURITY ZONE 
SECURITY
TEAM 
USAA # 

	  
   
  
  
   
  

 
    Dear USAA Member,


Thank you for being part of the USAA Family. We're firmly committed to protecting your financial and personal information.

We're so sorry to inform you that your USAA account has temporarily been suspended due to incomplete/missing Information on your USAA account. We have a firm reason to believe there might have been a security breach related to it. For your security, We have temporarily prevented access to your account until your account is successfully updated.

It is mandatory for you to update your full account profile to ensure the safe usage of your account with us. 

To restore your access to your USAA account, and update your profile data, Please click on the button below. 


 
   	 Sign On
 
Thank you for your continued trust in USAA.

USAA.
	  
   
	 
	 

  
	 
	 	 

   
  Please do not reply to this e-mail. To send a secure message to USAA, please contact us.

Privacy Promise
USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288

 USAA means United Services Automobile Association and its insurance, banking and investment affiliates. 

  109840-0913"
,01/02/2016,,,jose@monkey.org,,Storage Quota Renewal,"Your account storage is almost out
   We've detected that your account jose@monkey.org. storage limit is almost full. To serve you better, we've required an extra space.

  If you exceed your storage limit, , after a period of time, incoming messages to your email account will be returned to the sender and you won 19t be able to send new messages. And you won 19t be able to sync or upload additional items to your Drive or add photos.
  Please review your account activity and we'll help you take corrective action.
	 
   
   Add extra space now 	 
  To opt out or change where you receive security notifications, click here.
  Thanks,
  The MailBox account team	 
   
   	  Too many newsletters? You can unsubscribe."
,01/06/2016,,,info@oooooo.org,,IT Scheduled Maintenance!!!,"Password will expire in 3 days. Click Here To Validate E-mail

Thank you,
© 2014 Microsoft"
,01/08/2016,,,,,Important Security Alert!,"Hello,



We just wanted to let you know that your CapitalOne 360 account could not be verified by our data processor.

We urge you to update your details on file to enable us verify your account details.


Kindly find the attached document to update account.

Thank you for your understanding.

Sincerely,
Customer Care
CapitalOne 360









Â© 2015 Capital One. All rights reserved. 
CAPONE360LENBOLGFT"
,01/08/2016,,,,,Your ADP account will expire soon!,"Dear User,

Your ADP account will expire soon,

We recommend that you update your account now to avoid suspension.

Click here to update your account.

Sincerely
ADP Payroll Services"
,01/08/2016,,,info@mail.org,,Re-Validate E-mail Password,"IT-Service Help Desk

Please Click Here To Validate E-mail Password

Thank you,
© 2010 Microsoft"
,01/09/2016,,,info@mail.org,,New Notification Message,"Your password will expire in 4 days to verify your e-mail Click Update

HelpDesk ©2015."
,01/09/2016,,,info@hanshen.com.cn,,Password Update Help Desk,"Your password will expire in 4 days to verify your e-mail Click Password Update

HelpDesk ©2015."
